Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Etapa de extracción secuencial,Caracterización de la muestra,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00120-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05670,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05670-SU01,480427,9527678,287,17,WGS84,"Muestra puntual de suelo tomada a 1,5 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/4/19,10:54:00 AM,3203,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00120-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05670,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05670-SU01,480427,9527678,287,17,WGS84,"Muestra puntual de suelo tomada a 1,5 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/4/19,10:54:00 AM,9490,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00125-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05654,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05654-SU02,484247,9530716,296,17,WGS84,"Muestra puntual de suelo tomada a 12,2 m en dirección este de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/1/19,4:07:00 PM,"222,3",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00125-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05654,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05654-SU02,484247,9530716,296,17,WGS84,"Muestra puntual de suelo tomada a 12,2 m en dirección este de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/1/19,4:07:00 PM,"602,1",Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00125-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05654,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05654-SU01,484222,9530719,296,17,WGS84,"Muestra puntual de suelo tomada a 11,5 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/1/19,3:54:00 PM,2716,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00125-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05654,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05654-SU01,484222,9530719,296,17,WGS84,"Muestra puntual de suelo tomada a 11,5 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/1/19,3:54:00 PM,6111,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00126-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05659,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05659-SU02,479661,9526897,280,17,WGS84,"Muestra puntual de suelo tomada a 8,1 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,10:55:00 AM,"124,5",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00126-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05659,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05659-SU02,479661,9526897,280,17,WGS84,"Muestra puntual de suelo tomada a 8,1 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,10:55:00 AM,"332,6",Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00126-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05659,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05659-SU01,479664,9526909,280,17,WGS84,"Muestra puntual de suelo tomada a 5,5 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,10:43:00 AM,4566,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00126-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05659,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05659-SU01,479664,9526909,280,17,WGS84,"Muestra puntual de suelo tomada a 5,5 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,10:43:00 AM,7572,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00127-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05655,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05655-SU02,484207,9530247,296,17,WGS84,"Muestra puntual de suelo tomada a 13,3 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/1/19,5:04:00 PM,"80,2",Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00127-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05655,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05655-SU02,484207,9530247,296,17,WGS84,"Muestra puntual de suelo tomada a 13,3 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/1/19,5:04:00 PM,"199,7",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00127-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05655,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05655-SU01,484222,9530234,296,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección sureste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/1/19,4:48:00 PM,1528,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00127-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05655,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05655-SU01,484222,9530234,296,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección sureste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/1/19,4:48:00 PM,4656,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00128-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05680,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05680-SU01,479817,9526380,268,17,WGS84,"Muestra puntual de suelo tomada a 9,5 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,11:00:00 AM,2572,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00128-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05680,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05680-SU01,479817,9526380,268,17,WGS84,"Muestra puntual de suelo tomada a 9,5 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,11:00:00 AM,4233,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00128-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05680,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05680-SU02,479805,9526386,268,17,WGS84,"Muestra puntual de suelo tomada a 13,5 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,11:16:00 AM,<6.8,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00128-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05680,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05680-SU02,479805,9526386,268,17,WGS84,"Muestra puntual de suelo tomada a 13,5 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,11:16:00 AM,<6.8,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00129-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05656,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05656-SU02,479377,9527956,293,17,WGS84,"Muestra puntual de suelo tomada a 7,4 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,8:02:00 AM,4182,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00129-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05656,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05656-SU02,479377,9527956,293,17,WGS84,"Muestra puntual de suelo tomada a 7,4 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,8:02:00 AM,5665,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00129-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05656,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05656-SU01,479385,9527966,293,17,WGS84,"Muestra puntual de suelo tomada a 3,5 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,7:15:00 AM,9463,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00129-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05656,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05656-SU01,479385,9527966,293,17,WGS84,"Muestra puntual de suelo tomada a 3,5 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,7:15:00 AM,18429,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00130-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05681,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05681-SU02,480167,9526239,261,17,WGS84,"Muestra puntual de suelo tomada a 12,5 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,12:24:00 PM,18,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00130-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05681,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05681-SU02,480167,9526239,261,17,WGS84,"Muestra puntual de suelo tomada a 12,5 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,12:24:00 PM,"23,6",Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00130-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05681,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05681-SU01,480178,9526242,261,17,WGS84,"Muestra puntual de suelo tomada a 10, m en dirección sureste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,12:14:00 PM,1996,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00130-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05681,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05681-SU01,480178,9526242,261,17,WGS84,"Muestra puntual de suelo tomada a 10, m en dirección sureste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/6/19,12:14:00 PM,4579,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00131-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05660,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05660-SU02,480397,9527864,292,17,WGS84,"Muestra puntual de suelo tomada a 4,4 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,12:14:00 PM,1341,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00131-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05660,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05660-SU01,480391,9527861,292,17,WGS84,"Muestra puntual de suelo tomada a 1,7 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,12:04:00 PM,1401,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00131-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05660,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05660-SU01,480391,9527861,292,17,WGS84,"Muestra puntual de suelo tomada a 1,7 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,12:04:00 PM,3074,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00131-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05660,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05660-SU02,480397,9527864,292,17,WGS84,"Muestra puntual de suelo tomada a 4,4 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,12:14:00 PM,3109,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00132-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05663,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05663-SU02,479705,9527398,284,17,WGS84,"Muestra puntual de suelo tomada a 5,5 m en dirección este de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,4:34:00 PM,1118,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00132-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05663,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05663-SU01,479701,9527397,284,17,WGS84,"Muestra puntual de suelo tomada a 2 m en dirección sureste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,4:23:00 PM,1432,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00132-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05663,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05663-SU02,479705,9527398,284,17,WGS84,"Muestra puntual de suelo tomada a 5,5 m en dirección este de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,4:34:00 PM,3664,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00132-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05663,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05663-SU01,479701,9527397,284,17,WGS84,"Muestra puntual de suelo tomada a 2 m en dirección sureste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,4:23:00 PM,4317,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00134-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05661,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05661-SU01,479909,9527362,282,17,WGS84,"Muestra puntual de suelo tomada a 3,5 m en dirección norte de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,2:32:00 PM,1322,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00134-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05661,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05661-SU01,479909,9527362,282,17,WGS84,"Muestra puntual de suelo tomada a 3,5 m en dirección norte de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,2:32:00 PM,3969,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00134-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05661,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05661-SU02,479896,9527355,282,17,WGS84,"Muestra puntual de suelo tomada a 15,2 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,2:42:00 PM,<6.8,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00134-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05661,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05661-SU02,479896,9527355,282,17,WGS84,"Muestra puntual de suelo tomada a 15,2 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/2/19,2:42:00 PM,<6.8,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00151-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05733,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05893-SU01,473254,9490047,70,17,WGS84,"Muestra puntual de suelo tomada a 5 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,10/3/19,4:13:00 PM,"471,3",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00151-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05733,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05893-SU02,473259,9490061,70,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,10/3/19,4:28:00 PM,3119,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00151-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05733,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05893-SU01,473254,9490047,70,17,WGS84,"Muestra puntual de suelo tomada a 5 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,10/3/19,4:13:00 PM,3494,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00151-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05733,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05893-SU02,473259,9490061,70,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección noroeste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,10/3/19,4:28:00 PM,5980,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00168-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05685,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05685-SU01,480874,9526090,278,17,WGS84,"Muestra puntual de suelo tomada a 2 m en dirección oeste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/7/19,11:23:00 AM,"29,1",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00168-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05685,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05685-SU01,480874,9526090,278,17,WGS84,"Muestra puntual de suelo tomada a 2 m en dirección oeste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/7/19,11:23:00 AM,56,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00168-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05685,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05685-SU02,480872,9526086,278,17,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/7/19,11:32:00 AM,1340,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00168-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05685,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05685-SU02,480872,9526086,278,17,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/7/19,11:32:00 AM,3886,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00170-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05677,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05677-SU01,480410,9528505,293,17,WGS84,"Muestra puntual de suelo tomada a 1,5m en dirección sureste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,2:33:00 PM,"658,5",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00170-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05677,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05677-SU02,480411,9528511,293,17,WGS84,"Muestra puntual de suelo tomada a 4,2m en dirección noreste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,2:41:00 PM,2383,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00170-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05677,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05677-SU01,480410,9528505,293,17,WGS84,"Muestra puntual de suelo tomada a 1,5m en dirección sureste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,2:33:00 PM,2617,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00170-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05677,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05677-SU02,480411,9528511,293,17,WGS84,"Muestra puntual de suelo tomada a 4,2m en dirección noreste de la ubicación del pozo y a una profundidad de 0,35 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,2:41:00 PM,7228,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00171-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05675,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05675-SU01,480194,9526588,266,17,WGS84,"Muestra puntual de suelo tomada a 2m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,11:43:00 AM,"283,7",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00171-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F05675,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05675-SU01,480194,9526588,266,17,WGS84,"Muestra puntual de suelo tomada a 2m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,3/5/19,11:43:00 AM,"907,2",Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
