Anio,NroMes,ubigeo,Departamento,Provincia,Distrito,Sexo,Etapa,Diagnostico,Atendidos,Atenciones
2017,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,15 - 17,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4,5
2017,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,18 - 24,ANSIEDAD,4,12
2017,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 - 79,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3,4
2017,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,15 - 17,TRASTORNO CONSUMO DE OTRAS DROGAS,2,3
2017,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18 - 24,TRASTORNO CONSUMO DE OTRAS DROGAS,1,1
2017,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,ANSIEDAD,1,1
2017,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,TRASTORNO CONSUMO DE ALCOHOL,2,7
2017,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,5 - 9,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4,8
2017,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,60 - 79,ANSIEDAD,1,1
2017,2,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,5 - 9,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9,16
2017,2,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,60 - 79,ANSIEDAD,1,4
2017,2,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,60 - 79,TRASTORNO CONSUMO DE ALCOHOL,1,1
2017,2,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,15 - 17,ANSIEDAD,0,1
2017,2,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18 - 24,ANSIEDAD,2,7
2017,2,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18 - 24,TRASTORNO CONSUMO DE ALCOHOL,1,2
2017,2,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,40 - 59,TRASTORNO DEPRESIVO,2,3
2017,2,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12 - 14,TRASTORNO DEPRESIVO,3,3
2017,2,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,5 - 9,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,2
2017,2,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,60 - 79,ANSIEDAD,5,8
2017,2,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,15 - 17,ANSIEDAD,1,3
2017,2,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,40 - 59,TRASTORNO DEPRESIVO,1,1
2017,2,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,18 - 24,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,3
2017,2,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,25 - 29,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,2,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,60 - 79,ANSIEDAD,0,1
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,1 - 4,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9,11
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12 - 14,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5,7
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,30 - 39,TRASTORNO DEPRESIVO,2,6
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 - 79,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5,5
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18 - 24,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3,3
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,TRASTORNO CONSUMO DE OTRAS DROGAS,0,1
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,40 - 59,ANSIEDAD,0,1
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,60 - 79,TRASTORNO DEPRESIVO,1,3
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,80  +,ANSIEDAD,1,1
2017,4,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,10 - 11,ANSIEDAD,0,1
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,1 - 4,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),0,4
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,10 - 11,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,2
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,30 - 39,ANSIEDAD,4,24
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,ANSIEDAD,3,17
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,15 - 17,ANSIEDAD,1,3
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18 - 24,TRASTORNO DEPRESIVO,0,2
2017,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,10 - 11,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,15 - 17,TRASTORNO DEPRESIVO,1,2
2017,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,30 - 39,ANSIEDAD,1,6
2017,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,ANSIEDAD,3,7
2017,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,18 - 24,TRASTORNO DEPRESIVO,1,1
2017,4,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,15 - 17,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,18 - 24,ANSIEDAD,0,1
2017,4,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,12 - 14,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,18 - 24,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,5 - 9,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,30 - 39,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3,3
2017,4,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,40 - 59,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3,4
2017,4,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,18 - 24,TRASTORNO DEPRESIVO,1,1
2017,4,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,30 - 39,ANSIEDAD,4,6
2017,4,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,15 - 17,TRASTORNO CONSUMO DE ALCOHOL,0,2
2017,4,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,25 - 29,TRASTORNO CONSUMO DE ALCOHOL,0,1
2017,4,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,30 - 39,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,10 - 11,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,3
2017,4,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,40 - 59,TRASTORNO DEPRESIVO,1,3
2017,4,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,60 - 79,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,3
2017,4,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,1 - 4,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,0,3
2017,4,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,12 - 14,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,6
2017,4,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,25 - 29,TRASTORNO DEPRESIVO,1,2
2017,4,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,10 - 11,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),4,6
2017,4,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,30 - 39,ANSIEDAD,5,8
2017,4,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,40 - 59,ANSIEDAD,2,8
2017,4,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,60 - 79,TRASTORNO DEPRESIVO,2,2
2017,4,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,25 - 29,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,18 - 24,TRASTORNO DEPRESIVO,2,3
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,40 - 59,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,60 - 79,ANSIEDAD,4,8
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,18 - 24,ANSIEDAD,2,2
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,30 - 39,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,5 - 9,ANSIEDAD,1,3
2017,4,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,1 - 4,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),0,2
2017,4,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,5 - 9,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),0,2
2017,4,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,40 - 59,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,2
2017,4,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,5 - 9,ANSIEDAD,0,1
2017,4,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,40 - 59,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,4
2017,2,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,12 - 14,ANSIEDAD,1,1
2017,2,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,25 - 29,TRASTORNO DEPRESIVO,0,1
2017,2,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,30 - 39,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3,10
2017,2,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,18 - 24,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,0,2
2017,2,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,5 - 9,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),0,1
2017,2,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,F,15 - 17,ANSIEDAD,1,1
2017,2,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,18 - 24,TRASTORNO CONSUMO DE ALCOHOL,0,3
2017,2,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,25 - 29,ANSIEDAD,0,1
2017,2,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,5 - 9,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,0,1
2017,2,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,25 - 29,TRASTORNO CONSUMO DE ALCOHOL,0,2
2017,2,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,60 - 79,ANSIEDAD,1,4
2017,2,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,5 - 9,TRASTORNO CONSUMO DE OTRAS DROGAS,1,1
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,15 - 17,ANSIEDAD,1,2
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,30 - 39,TRASTORNO CONSUMO DE ALCOHOL,1,1
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,15 - 17,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,3
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,40 - 59,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,3
2017,4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,60 - 79,ANSIEDAD,0,2
2017,4,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,30 - 39,ANSIEDAD,0,5
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12 - 14,ANSIEDAD,0,2
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,30 - 39,TRASTORNO DEPRESIVO,0,6
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,15 - 17,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18 - 24,TRASTORNO CONSUMO DE ALCOHOL,1,4
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18 - 24,TRASTORNO CONSUMO DE OTRAS DROGAS,0,1
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,25 - 29,TRASTORNO DEPRESIVO,1,1
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,5 - 9,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),0,2
2017,4,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,5 - 9,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6,9
2017,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12 - 14,ANSIEDAD,0,1
2017,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,25 - 29,TRASTORNO DEPRESIVO,1,1
2017,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,5 - 9,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5,5
2017,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,60 - 79,ANSIEDAD,4,5
2017,4,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,40 - 59,ANSIEDAD,1,3
2017,4,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,12 - 14,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4,4
2017,4,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,25 - 29,ANSIEDAD,1,1
2017,4,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,25 - 29,TRASTORNO DEPRESIVO,1,1
2017,4,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,5 - 9,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,0,1
2017,4,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,10 - 11,ANSIEDAD,1,1
2017,4,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,18 - 24,TRASTORNO CONSUMO DE ALCOHOL,2,3
2017,4,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,30 - 39,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4,11
2017,4,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,60 - 79,TRASTORNO DEPRESIVO,0,1
2017,4,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,15 - 17,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,2
2017,4,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,30 - 39,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,2
2017,4,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,30 - 39,TRASTORNO CONSUMO DE ALCOHOL,1,2
2017,4,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,18 - 24,ANSIEDAD,5,10
2017,4,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,40 - 59,TRASTORNO DEPRESIVO,2,4
2017,4,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,18 - 24,TRASTORNO CONSUMO DE ALCOHOL,0,1
2017,4,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,5 - 9,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),6,9
2017,4,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,60 - 79,ANSIEDAD,3,4
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,1 - 4,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3,4
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,40 - 59,TRASTORNO CONSUMO DE OTRAS DROGAS,1,2
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,5 - 9,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),1,1
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,60 - 79,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,0,2
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,10 - 11,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,2
2017,4,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,25 - 29,ANSIEDAD,2,2
2017,4,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,60 - 79,ANSIEDAD,0,2
2017,4,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,12 - 14,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,0,1
2017,4,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,18 - 24,TRASTORNO DEPRESIVO,1,2
2017,4,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,1 - 4,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,4
2017,4,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,10 - 11,ANSIEDAD,0,1
2017,4,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,5 - 9,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),0,1
2017,4,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,60 - 79,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,0,1
2017,4,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,10 - 11,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,0,1
2017,4,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,12 - 14,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),1,1
2017,4,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,18 - 24,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,2
2017,4,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,60 - 79,TRASTORNO DEPRESIVO,2,2
2017,4,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,< 1,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,1 - 4,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,2
2017,4,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,60 - 79,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,4,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,10 - 11,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3,3
2017,4,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,18 - 24,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,10 - 11,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3,4
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12 - 14,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),0,1
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,18 - 24,SINDROME Y/O TRASTORNO PSICOTICO,0,1
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,18 - 24,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,13,19
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,25 - 29,ANSIEDAD,1,1
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,40 - 59,ANSIEDAD,2,9
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 - 79,TRASTORNO DEPRESIVO,1,6
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,80  +,ANSIEDAD,0,1
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,10 - 11,"TRASTORNOS ALIMENTARIOS (F500 - F508 ANOREXIA, BULIMIA)",0,1
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18 - 24,TRASTORNO DEPRESIVO,0,1
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,TRASTORNO CONSUMO DE ALCOHOL,0,2
2017,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30 - 39,ANSIEDAD,0,1
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,15 - 17,TRASTORNO CONSUMO DE OTRAS DROGAS,0,1
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,ANSIEDAD,4,14
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,60 - 79,TRASTORNO DEPRESIVO,2,2
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18 - 24,TRASTORNO DEPRESIVO,0,1
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,25 - 29,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,30 - 39,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,2
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,40 - 59,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,5 - 9,ANSIEDAD,1,3
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,ANSIEDAD,6,8
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,60 - 79,TRASTORNO DEPRESIVO,4,12
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,10 - 11,TRASTORNO DEPRESIVO,1,4
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,18 - 24,TRASTORNO DEPRESIVO,4,5
2017,3,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,5 - 9,ANSIEDAD,0,4
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,15 - 17,ANSIEDAD,1,1
2017,3,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,30 - 39,ANSIEDAD,1,1
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,1 - 4,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,3
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,10 - 11,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3,4
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,18 - 24,TRASTORNO DEPRESIVO,0,3
2017,3,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,40 - 59,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,0,1
2017,3,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,12 - 14,TRASTORNO DEL COMPORTAMIENTO (F90 - F91),1,1
2017,3,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,60 - 79,TRASTORNO DEPRESIVO,1,3
2017,3,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,60 - 79,TRASTORNO DEPRESIVO,3,4
2017,3,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,80  +,TRASTORNO DEPRESIVO,1,1
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,10 - 11,ANSIEDAD,1,1
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,12 - 14,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,15 - 17,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2,2
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,18 - 24,ANSIEDAD,15,17
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,30 - 39,SINDROME Y/O TRASTORNO PSICOTICO,0,1
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,30 - 39,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,7,9
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,80  +,TRASTORNO DEPRESIVO,2,2
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,12 - 14,ANSIEDAD,1,1
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,18 - 24,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1,1
2017,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,40 - 59,TRASTORNO DEPRESIVO,1,4
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,25 - 29,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5,7
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,30 - 39,ANSIEDAD,1,1
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,40 - 59,ANSIEDAD,1,2
2017,3,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,40 - 59,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5,9
2017,3,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,18 - 24,ANSIEDAD,2,2
